Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,066062,2003,09,22.6,Y
IDCJAC0002,066062,2003,10,21.6,Y
IDCJAC0002,066062,2003,11,22.7,Y
IDCJAC0002,066062,2003,12,26.0,Y
IDCJAC0002,066062,2004,01,27.6,Y
IDCJAC0002,066062,2004,02,28.1,Y
IDCJAC0002,066062,2004,03,26.1,Y
IDCJAC0002,066062,2004,04,24.2,Y
IDCJAC0002,066062,2004,05,21.3,Y
IDCJAC0002,066062,2004,06,19.9,Y
IDCJAC0002,066062,2004,07,18.0,Y
IDCJAC0002,066062,2004,08,19.7,Y
IDCJAC0002,066062,2004,09,21.8,Y
IDCJAC0002,066062,2004,10,23.3,Y
IDCJAC0002,066062,2004,11,25.4,Y
IDCJAC0002,066062,2004,12,25.6,Y
IDCJAC0002,066062,2005,01,26.6,Y
IDCJAC0002,066062,2005,02,27.4,Y
IDCJAC0002,066062,2005,03,24.3,Y
IDCJAC0002,066062,2005,04,25.1,Y
IDCJAC0002,066062,2005,05,21.2,Y
IDCJAC0002,066062,2005,06,19.2,Y
IDCJAC0002,066062,2005,07,19.0,Y
IDCJAC0002,066062,2005,08,20.0,Y
IDCJAC0002,066062,2005,09,21.0,Y
IDCJAC0002,066062,2005,10,24.3,Y
IDCJAC0002,066062,2005,11,23.9,Y
IDCJAC0002,066062,2005,12,28.6,Y
IDCJAC0002,066062,2006,01,27.0,Y
IDCJAC0002,066062,2006,02,27.8,Y
IDCJAC0002,066062,2006,03,27.1,Y
IDCJAC0002,066062,2006,04,24.6,Y
IDCJAC0002,066062,2006,05,20.6,Y
IDCJAC0002,066062,2006,06,17.0,Y
IDCJAC0002,066062,2006,07,17.9,Y
IDCJAC0002,066062,2006,08,19.8,Y
IDCJAC0002,066062,2006,09,23.1,Y
IDCJAC0002,066062,2006,10,24.2,Y
IDCJAC0002,066062,2006,11,24.3,Y
IDCJAC0002,066062,2006,12,24.2,Y
IDCJAC0002,066062,2007,01,26.4,Y
IDCJAC0002,066062,2007,02,26.0,Y
IDCJAC0002,066062,2007,03,26.3,Y
IDCJAC0002,066062,2007,04,23.0,Y
IDCJAC0002,066062,2007,05,22.4,Y
IDCJAC0002,066062,2007,06,16.8,Y
IDCJAC0002,066062,2007,07,17.1,Y
IDCJAC0002,066062,2007,08,19.9,Y
IDCJAC0002,066062,2007,09,20.9,Y
IDCJAC0002,066062,2007,10,25.0,Y
IDCJAC0002,066062,2007,11,23.5,Y
IDCJAC0002,066062,2007,12,24.7,Y
IDCJAC0002,066062,2008,01,26.0,Y
IDCJAC0002,066062,2008,02,24.8,Y
IDCJAC0002,066062,2008,03,25.1,Y
IDCJAC0002,066062,2008,04,21.5,Y
IDCJAC0002,066062,2008,05,20.5,Y
IDCJAC0002,066062,2008,06,18.6,Y
IDCJAC0002,066062,2008,07,17.2,Y
IDCJAC0002,066062,2008,08,17.3,Y
IDCJAC0002,066062,2008,09,21.4,Y
IDCJAC0002,066062,2008,10,23.2,Y
IDCJAC0002,066062,2008,11,23.7,Y
IDCJAC0002,066062,2008,12,25.9,Y
IDCJAC0002,066062,2009,01,27.6,Y
IDCJAC0002,066062,2009,02,25.7,Y
IDCJAC0002,066062,2009,03,25.4,Y
IDCJAC0002,066062,2009,04,22.8,Y
IDCJAC0002,066062,2009,05,20.7,Y
IDCJAC0002,066062,2009,06,17.9,Y
IDCJAC0002,066062,2009,07,18.3,Y
IDCJAC0002,066062,2009,08,20.9,Y
IDCJAC0002,066062,2009,09,23.1,Y
IDCJAC0002,066062,2009,10,21.4,Y
IDCJAC0002,066062,2009,11,26.1,Y
IDCJAC0002,066062,2009,12,25.4,Y
IDCJAC0002,066062,2010,01,27.6,Y
IDCJAC0002,066062,2010,02,27.4,Y
IDCJAC0002,066062,2010,03,25.7,Y
IDCJAC0002,066062,2010,04,24.6,Y
IDCJAC0002,066062,2010,05,20.6,Y
IDCJAC0002,066062,2010,06,17.7,Y
IDCJAC0002,066062,2010,07,17.1,Y
IDCJAC0002,066062,2010,08,18.3,Y
IDCJAC0002,066062,2010,09,21.0,Y
IDCJAC0002,066062,2010,10,22.0,Y
IDCJAC0002,066062,2010,11,23.5,Y
IDCJAC0002,066062,2010,12,25.8,Y
IDCJAC0002,066062,2011,01,27.4,Y
IDCJAC0002,066062,2011,02,28.4,Y
IDCJAC0002,066062,2011,03,26.0,Y
IDCJAC0002,066062,2011,04,22.7,Y
IDCJAC0002,066062,2011,05,19.5,Y
IDCJAC0002,066062,2011,06,18.0,Y
IDCJAC0002,066062,2011,07,17.4,Y
IDCJAC0002,066062,2011,08,19.8,Y
IDCJAC0002,066062,2011,09,21.7,Y
IDCJAC0002,066062,2011,10,22.2,Y
IDCJAC0002,066062,2011,11,25.2,Y
IDCJAC0002,066062,2011,12,23.1,Y
IDCJAC0002,066062,2012,01,26.1,Y
IDCJAC0002,066062,2012,02,25.8,Y
IDCJAC0002,066062,2012,03,24.7,Y
IDCJAC0002,066062,2012,04,23.6,Y
IDCJAC0002,066062,2012,05,20.9,Y
IDCJAC0002,066062,2012,06,17.7,Y
IDCJAC0002,066062,2012,07,17.6,Y
IDCJAC0002,066062,2012,08,19.9,Y
IDCJAC0002,066062,2012,09,22.5,Y
IDCJAC0002,066062,2012,10,23.3,Y
IDCJAC0002,066062,2012,11,24.1,Y
IDCJAC0002,066062,2012,12,26.0,Y
IDCJAC0002,066062,2013,01,27.6,Y
IDCJAC0002,066062,2013,02,26.2,Y
IDCJAC0002,066062,2013,03,26.4,Y
IDCJAC0002,066062,2013,04,24.0,Y
IDCJAC0002,066062,2013,05,21.3,Y
IDCJAC0002,066062,2013,06,18.1,Y
IDCJAC0002,066062,2013,07,19.5,Y
IDCJAC0002,066062,2013,08,21.1,Y
IDCJAC0002,066062,2013,09,24.4,Y
IDCJAC0002,066062,2013,10,25.7,Y
IDCJAC0002,066062,2013,11,24.0,Y
IDCJAC0002,066062,2013,12,26.4,Y
IDCJAC0002,066062,2014,01,26.9,Y
IDCJAC0002,066062,2014,02,26.2,Y
IDCJAC0002,066062,2014,03,26.4,Y
IDCJAC0002,066062,2014,04,23.8,Y
IDCJAC0002,066062,2014,05,23.2,Y
IDCJAC0002,066062,2014,06,19.6,Y
IDCJAC0002,066062,2014,07,19.0,Y
IDCJAC0002,066062,2014,08,18.3,Y
IDCJAC0002,066062,2014,09,21.9,Y
IDCJAC0002,066062,2014,10,24.7,Y
IDCJAC0002,066062,2014,11,25.8,Y
IDCJAC0002,066062,2014,12,25.8,Y
IDCJAC0002,066062,2015,01,27.5,Y
IDCJAC0002,066062,2015,02,27.0,Y
IDCJAC0002,066062,2015,03,26.8,Y
IDCJAC0002,066062,2015,04,22.7,Y
IDCJAC0002,066062,2015,05,20.7,Y
IDCJAC0002,066062,2015,06,18.6,Y
IDCJAC0002,066062,2015,07,17.4,Y
IDCJAC0002,066062,2015,08,19.4,Y
IDCJAC0002,066062,2015,09,20.7,Y
IDCJAC0002,066062,2015,10,24.9,Y
IDCJAC0002,066062,2015,11,26.2,Y
IDCJAC0002,066062,2015,12,26.1,Y
IDCJAC0002,066062,2016,01,27.4,Y
IDCJAC0002,066062,2016,02,28.2,Y
IDCJAC0002,066062,2016,03,26.8,Y
IDCJAC0002,066062,2016,04,24.7,Y
IDCJAC0002,066062,2016,05,22.9,Y
IDCJAC0002,066062,2016,06,19.0,Y
IDCJAC0002,066062,2016,07,18.5,Y
IDCJAC0002,066062,2016,08,19.1,Y
IDCJAC0002,066062,2016,09,21.4,Y
IDCJAC0002,066062,2016,10,23.9,Y
IDCJAC0002,066062,2016,11,26.1,Y
IDCJAC0002,066062,2016,12,28.1,Y
IDCJAC0002,066062,2017,01,29.6,Y
IDCJAC0002,066062,2017,02,28.5,Y
IDCJAC0002,066062,2017,03,25.6,Y
IDCJAC0002,066062,2017,04,23.8,Y
IDCJAC0002,066062,2017,05,21.2,Y
IDCJAC0002,066062,2017,06,18.2,Y
IDCJAC0002,066062,2017,07,19.1,Y
IDCJAC0002,066062,2017,08,19.5,Y
IDCJAC0002,066062,2017,09,23.3,Y
IDCJAC0002,066062,2017,10,24.0,Y
IDCJAC0002,066062,2017,11,23.8,Y
IDCJAC0002,066062,2017,12,27.8,Y
IDCJAC0002,066062,2018,01,27.8,Y
IDCJAC0002,066062,2018,02,27.2,Y
IDCJAC0002,066062,2018,03,26.8,Y
IDCJAC0002,066062,2018,04,26.1,Y
IDCJAC0002,066062,2018,05,21.7,Y
IDCJAC0002,066062,2018,06,17.8,Y
IDCJAC0002,066062,2018,07,19.9,Y
IDCJAC0002,066062,2018,08,19.2,Y
